lng,lat
0.000000,0.000000
-70.146481,-15.492606
-70.132216,-15.491595
-70.120510,-15.477566
-70.147524,-15.492571
-70.153701,-15.487675
-70.143747,-15.489214
-70.132216,-15.491595
-70.114826,-15.485948
-70.150814,-15.500910
0.000000,0.000000
-70.130928,-15.485492
0.000000,0.000000
0.000000,0.000000
-70.131410,-15.489924
-70.146549,-15.498932
0.000000,0.000000
-70.136354,-15.472232
-70.102403,-15.538462
-70.112884,-15.484201
-70.143567,-15.500182
-70.132479,-15.495373
-70.123996,-15.486047
-77.522693,-9.525582
0.000000,0.000000
-77.764486,-10.747765
0.000000,0.000000
-77.524556,-9.537592
-77.531166,-9.525975
-77.536087,-9.525494
-77.523291,-9.525441
0.000000,0.000000
0.000000,0.000000
-77.531166,-9.525975
0.000000,0.000000
-77.843313,-9.656389
-77.531166,-9.525975
-77.764486,-10.747765
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-77.526733,-9.529749
-77.536087,-9.525494
-77.495242,-9.611843
-77.524050,-9.538571
-77.528998,-9.529851
-77.527847,-9.524833
-75.725662,-14.067647
-77.059827,-12.091515
0.000000,0.000000
0.000000,0.000000
-77.059827,-12.091515
0.000000,0.000000
-77.053725,-12.091919
0.000000,0.000000
-77.062025,-12.091113
-77.072812,-12.085370
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-77.068243,-12.095715
0.000000,0.000000
-77.060557,-12.088989
-77.062025,-12.091113
0.000000,0.000000
-77.071448,-12.087463
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
0.000000,0.000000
-77.062025,-12.091113
-77.068243,-12.095715
-77.068745,-12.098817
-77.063391,-11.974245
0.000000,0.000000
0.000000,0.000000
-77.084260,-11.973897
-77.083208,-11.981085
0.000000,0.000000
-74.215003,-13.175167
-77.074411,-11.988306
0.000000,0.000000
-77.073071,-11.965985
0.000000,0.000000
0.000000,0.000000
-77.070935,-11.991965
-77.080215,-11.996114
-77.062704,-12.005577
-77.083354,-11.953187
-77.073071,-11.965985
-77.069128,-12.007853
0.000000,0.000000
-77.073071,-11.965985
-77.062688,-11.965807
-77.076648,-11.972156
-77.066378,-11.993414
0.000000,0.000000
-77.066378,-11.993414
0.000000,0.000000
-77.081132,-11.944757
-77.065839,-11.990495
-77.062497,-12.003350
-77.069128,-12.007853
-71.529791,-16.435823
-77.076859,-11.996104
-77.073750,-11.938431
-77.063534,-11.964790
-77.073071,-11.965985
-77.079641,-11.993824
-77.069297,-11.976275
-77.074483,-11.992794
-76.943561,-12.092523
-77.073071,-11.965985
-77.064902,-11.992353
-77.073071,-11.965985
-76.927047,-12.027193
-77.076321,-11.957220
-77.070935,-11.991965
-74.215003,-13.175167
-77.083208,-11.981085
-77.069957,-11.972335
-77.064496,-12.028247
-72.697190,-16.613884
0.000000,0.000000
-77.108958,-11.981073
-77.101779,-12.004813
-77.139113,-12.052263
-77.128398,-12.048751
-77.122051,-11.840089
0.000000,0.000000
-74.531168,-8.380675
0.000000,0.000000
-77.102917,-12.044880
-77.099249,-12.040164
-77.110889,-11.983711
-80.621783,-5.200509
0.000000,0.000000
-77.139113,-12.052263
-74.572340,-8.384577
-77.834500,-9.469175
-77.128398,-12.048751
-74.542453,-8.371529
0.000000,0.000000
-80.621783,-5.200509
-77.089673,-12.047690
-77.095070,-12.023362
-77.100942,-12.007352
-77.138164,-12.052913
-77.101779,-12.004813
-77.116501,-11.992282
-74.573596,-8.387148
-77.016921,-12.029818
-71.552963,-16.445048
-74.538754,-8.382184
-77.130444,-11.827235
-77.137912,-12.033034
0.000000,0.000000
-77.834500,-9.469175
-77.089673,-12.047690
0.000000,0.000000
-77.102917,-12.044880
0.000000,0.000000
-77.096903,-12.023829
-77.099249,-12.040164
-77.775716,-10.728302
-77.775716,-10.728302
-77.035459,-12.059430
0.000000,0.000000
-77.010736,-12.023539
-77.072931,-12.048406
-77.582228,-11.106653
-77.582228,-11.106653
-77.775716,-10.728302
-70.936272,-17.193502
-77.039235,-12.058020
-75.836901,-12.999961
-77.077292,-12.065965
-77.039235,-12.058020
-77.035116,-12.045693
-77.010702,-12.071978
-76.771856,-6.932867
-77.035116,-12.045693
-71.541504,-16.401136
-77.775716,-10.728302
-76.359426,-12.820980
-71.472793,-15.381257
-77.061024,-12.047128
-77.057662,-11.964825
-77.076718,-11.974461
-71.472793,-15.381257
-77.365627,-9.160638
-77.039235,-12.058020
0.000000,0.000000
-77.002480,-11.958695
-77.035459,-12.059430
0.000000,0.000000
-76.938313,-12.057265
-77.071814,-11.921998
-77.015679,-12.027997
-77.050379,-11.949760
-77.068241,-12.046883
0.000000,0.000000
-77.036957,-11.925895
-77.045497,-12.046582
-77.011722,-12.050946
0.000000,0.000000
-77.072253,-12.037067
-77.061024,-12.047128
