index,reclat,reclong
1026,-12.135374,-77.006857
1027,-12.133433,-76.955073
1028,0.000000,0.000000
1029,-12.142588,-76.991009
1030,-12.099133,-76.972709
1031,-12.129341,-76.998122
1032,-12.101556,-76.970487
1033,-12.128591,-77.001355
1034,0.000000,0.000000
1035,-12.136523,-77.016909
1036,0.000000,0.000000
1037,-12.133433,-76.955073
1038,-12.128591,-77.001355
1039,0.000000,0.000000
1040,-12.135374,-77.006857
1041,-12.136430,-77.005131
1042,-12.126235,-76.974165
1043,-12.115229,-76.965324
1044,0.000000,0.000000
1045,0.000000,0.000000
1046,0.000000,0.000000
1047,0.000000,0.000000
1048,0.000000,0.000000
1049,-12.112653,-76.973877
1050,-12.125105,-76.982160
1051,-12.120022,-76.976918
1052,-12.164523,-76.986423
1053,0.000000,0.000000
1054,-12.099133,-76.972709
1055,-12.135666,-76.991926
1056,-12.106860,-76.968374
1057,0.000000,0.000000
1058,0.000000,0.000000
1059,-12.120022,-76.976918
1060,0.000000,0.000000
1061,0.000000,0.000000
1062,-12.099133,-76.972709
1063,0.000000,0.000000
1064,-12.113511,-76.993232
1065,0.000000,0.000000
1066,-12.097256,-76.969715
1067,-12.105507,-76.976329
1068,-12.099945,-76.971527
1069,-12.101556,-76.970487
1070,-12.140598,-76.989865
1071,-12.141595,-76.985459
1072,-12.142078,-77.004595
1073,-12.097256,-76.969715
1074,-12.100125,-76.976320
1075,0.000000,0.000000
1076,-12.135374,-77.006857
1077,-12.099133,-76.972709
1078,-12.127433,-76.973489
1079,0.000000,0.000000
1080,-12.099133,-76.972709
1081,-12.134550,-77.007937
1082,0.000000,0.000000
1083,-12.125105,-76.982160
1084,-12.101556,-76.970487
1085,-12.125105,-76.982160
1086,-12.126912,-77.000141
1087,-3.949960,-73.262800
1088,-14.070758,-75.726660
1089,-3.736101,-73.256747
1090,-3.741078,-73.246703
1091,-3.817962,-73.459349
1092,0.000000,0.000000
1093,-3.754309,-73.249802
1094,-3.746495,-73.241693
1095,-3.749146,-73.251095
1096,-16.443845,-71.531567
1097,-3.758801,-73.251237
1098,-3.738347,-73.255387
1099,-3.763273,-73.252786
1100,0.000000,0.000000
1101,-3.738347,-73.255387
1102,-5.459719,-74.176012
1103,-3.747596,-73.249020
1104,-3.736101,-73.256747
1105,-3.747288,-73.247421
1106,-3.941209,-73.396154
1107,-3.746495,-73.241693
1108,-3.751571,-73.246328
1109,-3.741078,-73.246703
1110,-3.648559,-73.235927
1111,-3.747842,-73.243881
1112,-11.918493,-75.316121
1113,0.000000,0.000000
1114,-3.750997,-73.251798
1115,-3.747878,-73.252216
1116,-16.337642,-71.496892
1117,-16.337642,-71.496892
1118,-16.337642,-71.496892
1119,0.000000,0.000000
1120,-5.616358,-75.981100
1121,-16.376155,-71.513849
1122,-16.337642,-71.496892
1123,-16.337642,-71.496892
1124,-6.758561,-79.830392
1125,-6.758605,-79.843307
1126,-6.756762,-79.841860
1127,-6.761456,-79.842005
1128,-6.756762,-79.841860
1129,-6.751911,-79.832781
1130,-6.752621,-79.842410
1131,-6.746598,-79.829535
1132,-6.750985,-79.847560
1133,-6.745506,-79.846079
1134,-6.760579,-79.835827
1135,0.000000,0.000000
1136,-13.029884,-74.215426
1137,-14.000000,-74.000000
1138,-15.277662,-74.283659
1139,0.000000,0.000000
1140,-14.000000,-74.000000
1141,-13.164901,-74.216861
1142,-14.000000,-74.000000
1143,-14.000000,-74.000000
1144,-12.360867,-74.553517
1145,-14.152242,-73.735262
1146,-12.938170,-73.527442
1147,-14.000000,-74.000000
1148,-18.013775,-70.249611
1149,-12.707415,-74.329931
1150,-13.029884,-74.215426
1151,-14.000000,-74.000000
1152,-14.000000,-74.000000
1153,-13.149183,-74.227914
1154,-14.000000,-74.000000
1155,-14.000000,-74.000000
1156,-11.988305,-77.019074
1157,-14.000000,-74.000000
1158,-7.157027,-78.510540
1159,-14.000000,-74.000000
1160,-14.000000,-74.000000
1161,-12.032376,-77.040271
1162,0.000000,0.000000
1163,-12.032376,-77.040271
1164,0.000000,0.000000
1165,-12.039940,-77.029874
1166,-6.779651,-79.848473
1167,-12.020304,-77.035463
1168,0.000000,0.000000
1169,-17.193502,-70.936272
1170,-16.833333,-70.916667
1171,-17.193020,-70.938145
1172,-17.177038,-70.923104
1173,0.000000,0.000000
1174,-17.077435,-70.845233
1175,-17.195561,-70.933051
1176,-16.833333,-70.916667
1177,-17.189947,-70.943139
1178,0.000000,0.000000
1179,-17.193268,-70.931491
1180,0.000000,0.000000
1181,-17.195901,-70.937153
1182,-17.195463,-70.936566
1183,-16.833333,-70.916667
1184,0.000000,0.000000
1185,-13.523734,-71.981180
1186,-11.731948,-72.942793
1187,-13.421138,-71.850875
1188,-13.421138,-71.850875
1189,-13.332100,-71.952000
1190,-13.522243,-71.973075
1191,-13.337263,-72.158384
1192,-13.525455,-71.945731
1193,-13.523257,-71.978605
1194,-13.523257,-71.978605
1195,-13.404987,-76.144773
1196,0.000000,0.000000
1197,-12.122587,-77.040305
1198,-16.384957,-71.513551
1199,0.000000,0.000000
1200,-12.123328,-77.031824
1201,-16.398419,-71.531213
1202,-8.101070,-79.021290
1203,0.000000,0.000000
1204,0.000000,0.000000
1205,-18.013170,-70.238031
1206,-16.398419,-71.531213
1207,-16.397373,-71.526687
1208,-16.408846,-71.532910
1209,-5.906009,-77.039282
1210,-16.397373,-71.526687
1211,-12.124214,-77.031074
1212,-12.121162,-77.028501
1213,0.000000,0.000000
1214,-16.398419,-71.531213
1215,-16.386340,-71.526120
1216,-12.118365,-77.025328
1217,0.000000,0.000000
1218,-12.124214,-77.031074
1219,-12.109977,-77.052865
1220,-16.398419,-71.531213
1221,0.000000,0.000000
1222,-16.398419,-71.531213
1223,-12.121909,-77.023886
1224,-18.013170,-70.238031
1225,-16.403230,-71.530328
1226,-16.397373,-71.526687
1227,-12.124214,-77.031074
1228,0.000000,0.000000
1229,-17.855053,-70.549462
1230,0.000000,0.000000
1231,-12.116890,-77.037029
1232,-12.121495,-77.027730
1233,-16.408953,-71.540875
1234,-12.124214,-77.031074
1235,-12.120989,-77.030275
1236,-16.397373,-71.526687
1237,-12.125291,-77.015648
1238,-6.888238,-79.557250
1239,0.000000,0.000000
1240,-12.121495,-77.027730
1241,-12.171019,-76.957601
1242,-6.610877,-78.836465
1243,0.000000,0.000000
1244,-12.124214,-77.031074
1245,-8.101070,-79.021290
1246,-12.119899,-77.030243
1247,-12.116890,-77.037029
1248,-12.107158,-77.030890
1249,-12.165612,-76.965683
1250,-12.108467,-77.028686
1251,-16.383357,-71.512229
1252,-12.118873,-77.035969
1253,-16.403809,-71.539395
1254,-12.129597,-77.031740
1255,-12.118873,-77.035969
1256,-16.398419,-71.531213
1257,-16.403809,-71.539395
1258,-16.397373,-71.526687
1259,-12.108467,-77.028686
1260,-8.101070,-79.021290
1261,-18.013170,-70.238031
1262,-12.113836,-77.031346
1263,-16.397373,-71.526687
1264,-5.906009,-77.039282
1265,-12.107158,-77.030890
1266,-16.350181,-71.462440
1267,0.000000,0.000000
1268,-12.124214,-77.031074
1269,-12.133874,-76.962610
1270,0.000000,0.000000
1271,-12.103572,-77.031555
1272,-12.116926,-77.045818
1273,-16.408953,-71.540875
1274,-8.101070,-79.021290
1275,-12.119643,-77.033820
1276,-12.138179,-77.027947
1277,-12.125323,-77.018160
1278,-12.125123,-77.033954
1279,-6.610877,-78.836465
1280,-12.121495,-77.027730
1281,-12.116890,-77.037029
1282,0.000000,0.000000
1283,-12.079316,-77.071431
1284,-12.080231,-77.058869
1285,-9.151295,-77.818352
1286,-12.077207,-77.068593
1287,-12.070526,-77.070387
1288,-12.078613,-77.069815
1289,-9.151295,-77.818352
1290,-9.151295,-77.818352
1291,-12.072051,-77.074178
1292,0.000000,0.000000
1293,-12.083116,-77.063209
1294,0.000000,0.000000
1295,0.000000,0.000000
1296,-12.073708,-77.072960
1297,-12.070948,-77.064096
1298,0.000000,0.000000
1299,-12.076250,-77.072054
1300,-12.080165,-77.076018
1301,-16.088200,-69.638800
1302,-12.077744,-77.062246
1303,-12.070388,-77.057344
1304,-12.070657,-77.060390
1305,-12.074996,-77.058108
1306,-12.074790,-77.074781
1307,0.000000,0.000000
1308,-12.077781,-76.989423
1309,-11.972180,-75.147342
1310,0.000000,0.000000
1311,-16.463428,-71.880518
1312,0.000000,0.000000
1313,-12.050133,-75.205696
1314,-12.055948,-75.235275
1315,-12.056666,-75.234349
1316,-12.053445,-75.235378
1317,-12.033997,-75.225750
1318,-12.049177,-75.219235
1319,-11.972180,-75.147342
1320,0.000000,0.000000
1321,0.000000,0.000000
1322,-12.049475,-75.224947
1323,-12.054936,-75.213515
1324,-9.361119,-77.542233
1325,0.000000,0.000000
1326,-9.137897,-76.940241
1327,0.000000,0.000000
1328,0.000000,0.000000
1329,0.000000,0.000000
1330,0.000000,0.000000
1331,0.000000,0.000000
1332,0.000000,0.000000
1333,-12.590577,-69.186122
1334,0.000000,0.000000
1335,-12.595081,-69.194322
1336,-12.243695,-69.670344
1337,-12.601716,-69.188691
1338,-12.593816,-69.173864
1339,0.000000,0.000000
1340,0.000000,0.000000
1341,-12.580930,-69.200917
1342,0.000000,0.000000
1343,-12.596555,-69.177864
1344,-12.590329,-69.191422
1345,-9.933542,-76.244492
1346,-9.500000,-75.833333
1347,-14.065971,-75.730094
1348,-15.280261,-73.346227
1349,-9.401971,-76.765243
1350,-9.934449,-76.251345
1351,-9.096161,-76.012360
1352,-9.957765,-76.250006
1353,-9.929325,-76.239485
1354,-9.916563,-76.236515
1355,-9.916563,-76.236515
1356,-9.928921,-76.247445
1357,-9.929325,-76.239485
1358,-9.939478,-76.248715
1359,-14.065971,-75.730094
1360,-9.088453,-78.569052
1361,-9.096161,-76.012360
1362,-9.138858,-75.882870
1363,-9.394739,-76.024883
1364,-9.939478,-76.248715
1365,-10.308201,-76.798843
1366,-9.138858,-75.882870
1367,-9.928921,-76.247445
1368,-9.916563,-76.236515
1369,-17.996411,-70.219870
1370,0.000000,0.000000
1371,0.000000,0.000000
1372,-12.223383,-76.847707
1373,0.000000,0.000000
1374,-12.223383,-76.847707
1375,-12.019216,-76.965359
1376,0.000000,0.000000
1377,-12.043273,-76.961946
1378,-12.033010,-76.949813
1379,-12.223383,-76.847707
1380,-12.050649,-76.964334
1381,-12.033010,-76.949813
1382,-12.046262,-76.977774
1383,-12.033456,-76.955925
1384,0.000000,0.000000
1385,0.000000,0.000000
1386,0.000000,0.000000
1387,-12.050649,-76.964334
1388,0.000000,0.000000
1389,-12.223383,-76.847707
1390,0.000000,0.000000
1391,0.000000,0.000000
1392,-12.020825,-76.958741
1393,-12.071151,-76.967623
1394,-12.038114,-76.970016
1395,-12.033010,-76.949813
1396,-12.053464,-76.964945
1397,-12.223383,-76.847707
1398,-12.021267,-76.970505
1399,-12.223383,-76.847707
1400,-12.050666,-76.976983
1401,-12.229263,-76.859123
1402,-12.071151,-76.967623
1403,-12.021267,-76.970505
1404,-12.051498,-76.978343
1405,-12.100170,-77.019064
1406,-12.111066,-76.988296
1407,-12.114281,-77.000261
1408,-12.111066,-76.988296
1409,-12.108204,-77.025883
1410,-12.106490,-77.025712
1411,-12.102094,-77.019637
1412,-12.115253,-77.007993
1413,-12.118030,-77.025476
1414,-12.114198,-77.010475
1415,-12.113409,-77.006530
1416,-12.113690,-77.001435
1417,-12.100170,-77.019064
1418,-12.114281,-77.000261
1419,-12.118758,-77.000526
1420,-12.116493,-77.009737
1421,-12.104793,-77.024351
1422,-12.116493,-77.009737
1423,-12.111066,-76.988296
1424,-12.117367,-77.005078
1425,0.000000,0.000000
1426,-12.114281,-77.002557
1427,-12.110183,-77.023593
1428,-12.105086,-77.020823
1429,-12.103632,-77.022454
1430,-12.114676,-77.016796
1431,-12.112779,-77.003758
1432,-12.113744,-77.007594
1433,-8.079493,-79.120267
1434,-8.079493,-79.120267
1435,0.000000,0.000000
1436,-8.079493,-79.120267
1437,-8.079493,-79.120267
1438,-8.100230,-79.062046
1439,-12.028911,-76.991629
1440,0.000000,0.000000
1441,-12.058748,-76.974070
1442,-12.047713,-77.008575
1443,-12.058748,-76.974070
1444,-12.044015,-76.973010
1445,-12.019509,-77.001853
1446,-12.032097,-77.007791
1447,-12.042052,-76.995714
1448,-6.137399,-75.044974
1449,0.000000,0.000000
1450,-6.033595,-76.981641
1451,-5.864764,-77.035767
1452,-6.043961,-76.974919
1453,-6.034730,-76.974677
1454,0.000000,0.000000
1455,-6.041893,-76.970302
1456,-6.030342,-76.967330
1457,-6.034188,-76.968692
1458,-6.034894,-76.976645
1459,-6.034894,-76.976645
1460,-6.030815,-76.971901
1461,0.000000,0.000000
1462,-5.709507,-78.807411
1463,-5.750781,-78.790906
1464,0.000000,0.000000
1465,-5.711802,-78.805380
1466,-5.708702,-78.811691
1467,-5.696637,-78.806933
1468,0.000000,0.000000
1469,-5.705710,-78.804845
1470,-5.705710,-78.804845
1471,-5.708702,-78.811691
1472,-5.711317,-78.811205
1473,-5.705710,-78.804845
1474,-5.711317,-78.811205
1475,-5.705710,-78.804845
1476,-5.714308,-78.797950
1477,0.000000,0.000000
1478,-5.716296,-78.807254
1479,-5.432437,-78.568854
1480,-5.709587,-78.799145
1481,-5.690666,-78.797558
1482,-5.886379,-78.915267
1483,-5.708954,-78.807605
1484,0.000000,0.000000
1485,-5.714556,-78.801423
1486,0.000000,0.000000
1487,-9.940756,-76.238602
1488,0.000000,0.000000
1489,0.000000,0.000000
1490,0.000000,0.000000
1491,-9.944617,-76.248981
1492,0.000000,0.000000
1493,0.000000,0.000000
1494,0.000000,0.000000
1495,-9.946146,-76.249571
1496,-9.908434,-76.232455
1497,-16.397266,-71.568489
1498,-7.815517,-78.046638
1499,-7.814647,-78.047840
1500,-7.816322,-78.049828
1501,0.000000,0.000000
1502,0.000000,0.000000
1503,-7.813854,-78.045251
1504,-7.810088,-78.046887
1505,-7.810088,-78.046887
1506,0.000000,0.000000
1507,-12.097959,-77.022395
1508,-7.684248,-76.315338
1509,-13.635364,-72.895319
1510,-5.091656,-73.963456
1511,-12.058975,-77.095751
1512,-7.684248,-76.315338
1513,-13.635364,-72.895319
1514,-12.013672,-77.000588
1515,-14.338611,-75.648333
1516,-14.053242,-75.730558
1517,-13.147901,-75.754259
1518,-14.068516,-75.733804
1519,-14.338611,-75.648333
1520,-14.338611,-75.648333
1521,0.000000,0.000000
1522,-14.051253,-75.702027
1523,-14.079861,-75.726815
1524,-14.051565,-75.760221
1525,-14.338611,-75.648333
1526,-14.565931,-75.216257
1527,-14.548263,-75.185423
1528,-14.338611,-75.648333
1529,-14.070802,-70.430472
1530,-5.898750,-76.106157
1531,-5.892196,-76.104817
1532,-5.897860,-76.111171
1533,-6.007740,-76.250370
1534,0.000000,0.000000
1535,0.000000,0.000000
1536,-5.885707,-76.116791
1537,-5.895232,-76.231848
1538,-5.898047,-76.111177
1539,0.000000,0.000000
1540,-5.895072,-76.104802
1541,-5.889380,-76.105832
1542,-5.889380,-76.105832
1543,0.000000,0.000000
1544,-16.279394,-71.460312
1545,-16.279394,-71.460312
1546,-16.319851,-71.544091
1547,0.000000,0.000000
1548,-5.642381,-78.526588
1549,-5.760437,-78.431579
1550,-5.686770,-78.479851
1551,-5.639087,-78.531725
1552,0.000000,0.000000
1553,-5.633838,-78.532460
1554,-5.635505,-78.532712
1555,-12.080947,-77.103284
1556,-11.372247,-76.798643
1557,-12.077067,-77.105287
1558,-12.068333,-77.132317
1559,-12.066845,-77.114912
1560,-12.072201,-77.106514
1561,-12.065695,-77.110884
1562,0.000000,0.000000
1563,-12.076279,-75.225934
1564,-7.280933,-79.474420
1565,0.000000,0.000000
1566,-6.490068,-76.373332
1567,-6.664709,-76.287695
1568,-6.505837,-76.367860
1569,-12.077643,-77.014405
1570,-6.494582,-76.380044
1571,0.000000,0.000000
1572,0.000000,0.000000
1573,-6.482653,-76.378318
1574,-6.471200,-76.398478
1575,-12.077643,-77.014405
1576,-6.499347,-76.371396
1577,0.000000,0.000000
1578,-6.488903,-76.375521
1579,0.000000,0.000000
1580,-6.490068,-76.373332
1581,-6.572393,-76.128836
1582,-6.499347,-76.371396
1583,0.000000,0.000000
1584,-6.487720,-76.359871
1585,-6.483189,-76.356767
1586,-6.485632,-76.367433
1587,0.000000,0.000000
1588,-6.483054,-76.356981
1589,0.000000,0.000000
1590,-6.499347,-76.371396
1591,-6.487720,-76.359871
1592,-6.488903,-76.375521
1593,0.000000,0.000000
1594,-9.074497,-78.593609
1595,-9.074497,-78.593609
1596,-9.074497,-78.593609
1597,-9.050833,-78.581622
1598,-9.074497,-78.593609
1599,-9.074497,-78.593609
1600,-9.122116,-78.530975
1601,-9.074497,-78.593609
1602,-9.050833,-78.581622
1603,-9.077416,-78.581475
1604,-9.058293,-78.588219
1605,-9.117548,-78.539169
1606,-9.074497,-78.593609
1607,-9.062330,-78.586600
1608,-9.074497,-78.593609
1609,-8.080253,-79.005091
1610,-8.851105,-76.073630
1611,0.000000,0.000000
1612,0.000000,0.000000
1613,0.000000,0.000000
1614,-8.258855,-74.510516
1615,0.000000,0.000000
1616,-8.378590,-74.532289
1617,-8.383546,-74.534466
1618,-8.073595,-74.556373
1619,-8.377243,-74.526926
1620,-7.981785,-74.237473
1621,-8.381505,-74.561996
1622,-8.383546,-74.534466
1623,-8.380215,-74.528228
1624,-8.385332,-74.531647
1625,-8.388299,-74.531360
1626,-8.385393,-74.545347
1627,-8.382112,-74.534717
1628,-8.378590,-74.532289
1629,-8.433640,-74.240330
1630,-8.379183,-74.535254
1631,-15.118963,-72.753896
1632,-12.087598,-75.193207
1633,-12.091510,-75.203615
1634,-12.086933,-75.220102
1635,-12.518573,-76.738149
1636,0.000000,0.000000
1637,0.000000,0.000000
1638,0.000000,0.000000
1639,-11.794993,-76.989292
1640,-11.883634,-77.018331
1641,-11.859097,-77.046297
1642,-11.903865,-77.035322
1643,-11.898078,-77.057208
1644,-11.794993,-76.989292
1645,-11.794993,-76.989292
1646,-11.794993,-76.989292
1647,-11.794993,-76.989292
1648,0.000000,0.000000
1649,-11.794993,-76.989292
1650,-11.794993,-76.989292
1651,-11.912587,-77.023992
1652,-11.819029,-77.044918
1653,-11.898287,-77.027767
1654,0.000000,0.000000
1655,-6.477852,-76.385978
1656,-6.483161,-76.379682
1657,-6.480258,-76.375672
1658,-11.884624,-77.060576
1659,-6.483161,-76.379682
1660,0.000000,0.000000
1661,-6.476172,-76.380581
1662,0.000000,0.000000
1663,0.000000,0.000000
1664,-12.171621,-76.963993
1665,0.000000,0.000000
1666,-9.118382,-78.458793
1667,-9.118382,-78.458793
1668,-9.118382,-78.458793
1669,-9.118382,-78.458793
1670,-9.115506,-78.517619
1671,-9.118382,-78.458793
1672,-9.118382,-78.458793
1673,-9.118382,-78.458793
1674,-9.118382,-78.458793
1675,0.000000,0.000000
1676,0.000000,0.000000
1677,0.000000,0.000000
1678,-13.523944,-71.968823
1679,0.000000,0.000000
1680,-13.529336,-71.955288
1681,-13.529336,-71.955288
1682,-13.529336,-71.955288
1683,-13.525516,-71.963542
1684,-13.525516,-71.963542
1685,-13.525516,-71.963542
1686,0.000000,0.000000
1687,-13.522709,-71.969662
1688,-13.522709,-71.969662
1689,-13.529336,-71.955288
1690,-13.534858,-71.958283
1691,-13.525516,-71.963542
1692,-13.529336,-71.955288
1693,-13.529336,-71.955288
1694,-13.529336,-71.955288
1695,-13.532034,-71.966994
1696,0.000000,0.000000
1697,-13.525516,-71.963542
1698,0.000000,0.000000
1699,-13.161656,-74.218346
1700,0.000000,0.000000
1701,-13.158248,-74.217760
1702,-13.158248,-74.217760
1703,-13.151920,-74.214353
1704,-13.158248,-74.217760
1705,0.000000,0.000000
1706,-9.347909,-77.170447
1707,-9.348496,-77.172248
1708,-9.200829,-76.786755
1709,-4.901696,-80.697342
1710,0.000000,0.000000
1711,0.000000,0.000000
1712,-4.568450,-80.644694
1713,-4.901696,-80.697342
1714,-7.324390,-78.184158
1715,-7.324390,-78.184158
1716,-6.543475,-78.417013
1717,-5.814026,-78.821341
1718,-7.180703,-78.497982
1719,-6.682210,-78.520149
1720,-7.153846,-78.527346
1721,-7.150908,-78.522913
1722,-18.005351,-70.235296
1723,0.000000,0.000000
1724,-7.166201,-78.507994
1725,0.000000,0.000000
1726,-7.147066,-78.522807
1727,0.000000,0.000000
1728,-7.162127,-78.515499
1729,0.000000,0.000000
1730,-6.195920,-79.116685
1731,-5.814026,-78.821341
1732,-7.150004,-78.508044
1733,-6.754822,-78.354220
1734,-7.162711,-78.515248
1735,-7.166454,-78.514622
1736,-7.150761,-78.509149
1737,-6.250000,-78.833333
1738,-5.814026,-78.821341
1739,0.000000,0.000000
1740,-5.814026,-78.821341
1741,0.000000,0.000000
1742,-7.181352,-76.729315
1743,-7.179377,-76.728074
1744,-7.181352,-76.729315
1745,-13.680819,-76.154926
1746,-16.297999,-71.573948
1747,0.000000,0.000000
1748,-16.353626,-71.565162
1749,-16.354292,-71.559889
1750,-16.345953,-71.574759
1751,-11.865865,-76.894810
1752,-16.384532,-71.572842
1753,-16.386436,-71.553978
1754,0.000000,0.000000
1755,0.000000,0.000000
1756,-11.865865,-76.894810
1757,-4.159661,-70.288219
1758,-4.159661,-70.288219
1759,-4.159661,-70.288219
1760,-4.159661,-70.288219
1761,-4.159661,-70.288219
1762,0.000000,0.000000
1763,0.000000,0.000000
1764,0.000000,0.000000
1765,0.000000,0.000000
1766,0.000000,0.000000
1767,-12.130531,-76.959412
1768,-12.155852,-76.972129
1769,-12.174560,-76.964842
1770,-12.155852,-76.972129
1771,0.000000,0.000000
1772,-12.150573,-76.978434
1773,-12.174560,-76.964842
1774,0.000000,0.000000
1775,-12.155852,-76.972129
1776,0.000000,0.000000
1777,-12.165446,-76.959481
1778,0.000000,0.000000
1779,0.000000,0.000000
1780,-12.037789,-75.196107
1781,-12.068021,-75.198039
1782,-12.048153,-75.197114
1783,-12.024655,-75.181963
1784,-12.068635,-75.202431
1785,-12.050225,-75.190241
1786,0.000000,0.000000
1787,-12.077812,-75.225986
1788,-4.656935,-75.956480
1789,-12.071646,-75.220055
1790,-12.068021,-75.198039
1791,-12.102471,-75.189372
1792,-7.165087,-78.502457
1793,-12.070743,-75.207614
1794,-12.074260,-75.224118
1795,0.000000,0.000000
1796,-12.022580,-75.225680
1797,-12.071646,-75.220055
1798,-4.656935,-75.956480
1799,0.000000,0.000000
1800,0.000000,0.000000
1801,-3.833333,-80.500000
1802,-4.899423,-80.691166
1803,-3.572040,-80.457163
1804,-3.509574,-80.303185
1805,-3.565831,-80.422004
1806,-16.433172,-71.523314
1807,-16.428663,-71.537780
1808,-16.444174,-71.515311
1809,-16.428663,-71.537780
1810,-16.423103,-71.517433
1811,-16.433172,-71.523314
1812,-16.433172,-71.523314
1813,-16.433172,-71.523314
1814,-16.433172,-71.523314
1815,0.000000,0.000000
1816,-16.409168,-71.482481
1817,-16.423931,-71.537450
1818,-16.423103,-71.517433
1819,-16.433172,-71.523314
1820,-5.000000,-80.333333
1821,-5.000000,-80.333333
1822,-5.000000,-80.333333
1823,-5.170962,-80.637970
1824,-16.376932,-71.508277
1825,0.000000,0.000000
1826,-5.100905,-80.162239
1827,-5.346620,-80.710859
1828,-5.000000,-80.333333
1829,-5.000000,-80.333333
1830,-5.094725,-81.108728
1831,-5.000000,-80.333333
1832,-5.000000,-80.333333
1833,-4.879113,-80.982514
1834,-5.173923,-80.642574
1835,-18.005686,-70.238231
1836,-5.000000,-80.333333
1837,-5.238758,-79.450780
1838,-5.100905,-80.162239
1839,0.000000,0.000000
1840,0.000000,0.000000
1841,-11.258751,-74.640015
1842,-10.892370,-73.793978
1843,0.000000,0.000000
1844,0.000000,0.000000
1845,-11.948832,-76.762701
1846,-11.948832,-76.762701
1847,-12.026984,-77.000500
1848,-11.973883,-76.782249
1849,-11.948832,-76.762701
1850,0.000000,0.000000
1851,-11.948832,-76.762701
1852,-11.948832,-76.762701
1853,0.000000,0.000000
1854,-11.948832,-76.762701
1855,0.000000,0.000000
1856,-12.001718,-76.867084
1857,-11.948832,-76.762701
1858,0.000000,0.000000
1859,-9.957299,-76.248991
1860,0.000000,0.000000
1861,-10.032650,-76.258029
1862,0.000000,0.000000
1863,0.000000,0.000000
1864,-5.736915,-78.429983
1865,-11.927780,-76.685202
1866,-3.564642,-73.086629
1867,-11.988579,-77.071240
1868,0.000000,0.000000
1869,0.000000,0.000000
1870,0.000000,0.000000
1871,-9.516699,-77.531229
1872,-11.954385,-77.040849
1873,0.000000,0.000000
1874,-8.423816,-76.398878
1875,0.000000,0.000000
1876,-8.403947,-76.423435
1877,-11.053644,-75.324312
1878,-11.124766,-75.370628
1879,0.000000,0.000000
1880,-11.974351,-74.711382
1881,0.000000,0.000000
1882,-12.121498,-77.025906
1883,0.000000,0.000000
1884,-16.399524,-71.514395
1885,0.000000,0.000000
1886,-16.440379,-71.557881
1887,-16.444612,-71.552492
1888,-6.767842,-79.840368
1889,-6.766417,-79.840831
1890,0.000000,0.000000
1891,-6.767884,-79.872040
1892,-6.774277,-79.854887
1893,-6.766383,-79.841730
1894,0.000000,0.000000
1895,-6.767710,-79.965870
1896,-6.766383,-79.841730
1897,-6.766417,-79.840831
1898,-6.766417,-79.840831
1899,-6.766417,-79.840831
1900,-6.762721,-79.854509
1901,-6.766417,-79.840831
1902,0.000000,0.000000
1903,-6.783059,-79.867661
1904,0.000000,0.000000
1905,-6.763844,-79.839007
1906,-6.755074,-79.818505
1907,-6.766383,-79.841730
1908,-6.749837,-79.854818
1909,-6.778445,-79.843542
1910,-6.786250,-79.850532
1911,0.000000,0.000000
1912,-6.769016,-79.843239
1913,-6.765438,-79.875592
1914,-6.769126,-79.854332
1915,0.000000,0.000000
1916,-6.764722,-79.847702
1917,0.000000,0.000000
1918,-6.772152,-79.829551
1919,-6.766417,-79.840831
1920,0.000000,0.000000
1921,-4.504837,-73.579155
1922,-3.730635,-73.253867
1923,-3.724889,-73.258175
1924,0.000000,0.000000
1925,-3.510799,-73.487777
1926,-3.510799,-73.487777
1927,0.000000,0.000000
1928,-5.432027,-78.569085
1929,-5.759061,-78.431265
1930,-12.201093,-75.387026
1931,-10.662288,-76.252773
1932,0.000000,0.000000
1933,0.000000,0.000000
1934,-10.667635,-76.259289
1935,0.000000,0.000000
1936,-16.033732,-72.490457
1937,-4.895336,-77.011743
1938,-10.754121,-77.760938
1939,-10.750609,-77.766376
1940,0.000000,0.000000
1941,-10.754511,-77.758211
1942,0.000000,0.000000
1943,0.000000,0.000000
1944,-12.785908,-74.972408
1945,-12.783260,-74.965041
1946,0.000000,0.000000
1947,-5.057610,-73.852100
1948,0.000000,0.000000
1949,0.000000,0.000000
1950,0.000000,0.000000
1951,-13.536386,-71.980379
1952,-12.283800,-74.087500
1953,-6.512615,-76.481376
1954,-3.272095,-77.871552
1955,-11.755930,-75.072616
1956,-3.272095,-77.871552
1957,0.000000,0.000000
1958,-12.067386,-76.952842
1959,0.000000,0.000000
1960,0.000000,0.000000
1961,-12.069101,-76.954073
1962,-12.089892,-76.902366
1963,-12.066335,-76.947040
1964,0.000000,0.000000
1965,-12.099470,-76.950562
1966,0.000000,0.000000
1967,-12.090177,-76.922338
1968,0.000000,0.000000
1969,0.000000,0.000000
1970,-12.106610,-76.942892
1971,-12.090177,-76.922338
1972,-12.076551,-76.915521
1973,-12.065271,-76.965897
1974,0.000000,0.000000
1975,-12.077983,-76.917284
1976,-12.072152,-76.949556
1977,-12.067981,-76.965255
1978,-12.116727,-76.938868
1979,-12.090177,-76.922338
1980,-12.105595,-76.952073
1981,-6.547446,-79.864589
1982,0.000000,0.000000
1983,-16.451898,-71.556801
1984,0.000000,0.000000
1985,-6.128942,-78.707347
